locale,key,fr_value,current_value,draft_value
bs,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX","Virement effectué avec succès - TRANSFERFLUX [MT]","Virement effectué avec succès - TRANSFERFLUX [MT]"
bs,virement_success_title,"Virement Effectué avec Succès","Virement Effectué avec Succès [MT]","Virement Effectué avec Succès [MT]"
bs,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.","Nous vous informons que votre virement a été effectué avec succès. [MT]","Nous vous informons que votre virement a été effectué avec succès. [MT]"
bs,virement_failed_subject,"Échec de virement - TRANSFERFLUX","Échec de virement - TRANSFERFLUX [MT]","Échec de virement - TRANSFERFLUX [MT]"
bs,virement_failed_title,"Échec de Virement","Échec de Virement [MT]","Échec de Virement [MT]"
bs,virement_failed_message,"Nous vous informons que votre virement a échoué.","Nous vous informons que votre virement a échoué. [MT]","Nous vous informons que votre virement a échoué. [MT]"
bs,details_title,"Détails du virement","Détails du virement [MT]","Détails du virement [MT]"
bs,label_amount,"💰 Montant :","💰 Montant : [MT]","💰 Montant : [MT]"
bs,label_date,"📅 Date :","📅 Date : [MT]","📅 Date : [MT]"
bs,label_beneficiary,"👤 Bénéficiaire :","👤 Bénéficiaire : [MT]","👤 Bénéficiaire : [MT]"
bs,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.","Le traitement du transfert sera effectué dans les 1-3 jours ouvrables. [MT]","Le traitement du transfert sera effectué dans les 1-3 jours ouvrables. [MT]"
bs,thanks,"Merci,","Merci, [MT]","Merci, [MT]"
bs,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.","Pour plus d'informations, veuillez contacter notre service client. [MT]","Pour plus d'informations, veuillez contacter notre service client. [MT]"
bs,regards,"Cordialement,","Cordialement, [MT]","Cordialement, [MT]"
bs,service_client,"Service Client","Service Client [MT]","Service Client [MT]"
bs,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.","Cet email a été envoyé automatiquement, merci de ne pas y répondre directement. [MT]","Cet email a été envoyé automatiquement, merci de ne pas y répondre directement. [MT]"
bs,compte_activated_title,"Compte Activé - TRANSFERFLUX","Compte Activé - TRANSFERFLUX [MT]","Compte Activé - TRANSFERFLUX [MT]"
bs,compte_activated_heading,"Compte Activé avec Succès","Compte Activé avec Succès [MT]","Compte Activé avec Succès [MT]"
bs,good_news,"✅ Bonne nouvelle :","✅ Bonne nouvelle : [MT]","✅ Bonne nouvelle : [MT]"
bs,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !","Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel ! [MT]","Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel ! [MT]"
bs,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.","Vous pouvez effectuer toutes vos transactions en toute sécurité. [MT]","Vous pouvez effectuer toutes vos transactions en toute sécurité. [MT]"
bs,label_holder,Titulaire,"Titulaire [MT]","Titulaire [MT]"
bs,label_current_balance,"Solde actuel","Solde actuel [MT]","Solde actuel [MT]"
bs,label_status,Statut,"Statut [MT]","Statut [MT]"
bs,status_active,ACTIVÉ,"ACTIVÉ [MT]","ACTIVÉ [MT]"
bs,you_can_now,"Vous pouvez maintenant :","Vous pouvez maintenant : [MT]","Vous pouvez maintenant : [MT]"
bs,can_make_transfers,"Effectuer des virements et transferts","Effectuer des virements et transferts [MT]","Effectuer des virements et transferts [MT]"
bs,check_balance,"Consulter votre solde en temps réel","Consulter votre solde en temps réel [MT]","Consulter votre solde en temps réel [MT]"
bs,manage_transactions,"Gérer vos transactions en toute sécurité","Gérer vos transactions en toute sécurité [MT]","Gérer vos transactions en toute sécurité [MT]"
bs,access_services,"Accéder à tous nos services bancaires","Accéder à tous nos services bancaires [MT]","Accéder à tous nos services bancaires [MT]"
bs,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !","Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX ! [MT]","Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX ! [MT]"
bs,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX","Code de Déblocage Utilisé - TRANSFERFLUX [MT]","Code de Déblocage Utilisé - TRANSFERFLUX [MT]"
bs,unlock_code_used_heading,"Code de Déblocage Utilisé","Code de Déblocage Utilisé [MT]","Code de Déblocage Utilisé [MT]"
bs,greeting_simple,"Bonjour,","Bonjour, [MT]","Bonjour, [MT]"
bs,info_notification,"ℹ️ Notification :","ℹ️ Notification : [MT]","ℹ️ Notification : [MT]"
bs,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.","Un code de déblocage vient d'être utilisé sur votre compte. [MT]","Un code de déblocage vient d'être utilisé sur votre compte. [MT]"
bs,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]"
bs,label_date_time,"Date et heure","Date et heure [MT]","Date et heure [MT]"
bs,label_transfer_amount,"Montant du transfert","Montant du transfert [MT]","Montant du transfert [MT]"
bs,label_recipient,Destinataire,"Destinataire [MT]","Destinataire [MT]"
bs,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]"
bs,contact_support_immediately,"Contactez immédiatement notre service client","Contactez immédiatement notre service client [MT]","Contactez immédiatement notre service client [MT]"
bs,check_recent_transactions,"Vérifiez toutes vos transactions récentes","Vérifiez toutes vos transactions récentes [MT]","Vérifiez toutes vos transactions récentes [MT]"
bs,change_access_codes,"Changez vos codes d'accès par mesure de sécurité","Changez vos codes d'accès par mesure de sécurité [MT]","Changez vos codes d'accès par mesure de sécurité [MT]"
bs,if_legitimate,"✅ Si cette action est légitime :","✅ Si cette action est légitime : [MT]","✅ Si cette action est légitime : [MT]"
bs,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.","Votre client peut maintenant finaliser sa transaction en toute sécurité. [MT]","Votre client peut maintenant finaliser sa transaction en toute sécurité. [MT]"
bs,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX","Code de déblocage - TRANSFERFLUX [MT]","Code de déblocage - TRANSFERFLUX [MT]"
bs,transfer_unlock_heading,"Code de déblocage du virement","Code de déblocage du virement [MT]","Code de déblocage du virement [MT]"
bs,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :","Votre code de déblocage pour le virement est indiqué ci-dessous : [MT]","Votre code de déblocage pour le virement est indiqué ci-dessous : [MT]"
bs,transfer_unlock_code_label,"Le code est :","Le code est : [MT]","Le code est : [MT]"
bs,your_unlock_code,"Votre Code de Déblocage","Votre Code de Déblocage [MT]","Votre Code de Déblocage [MT]"
bs,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!","Ne partagez pas votre code de déblocage !! [MT]","Ne partagez pas votre code de déblocage !! [MT]"
bs,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.","Ce code est strictement personnel et confidentiel. [MT]","Ce code est strictement personnel et confidentiel. [MT]"
bs,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.","Ce code est nécessaire pour finaliser votre opération de transfert. [MT]","Ce code est nécessaire pour finaliser votre opération de transfert. [MT]"
bs,contact_support_for_questions,"Pour toute question, contactez notre service client.","Pour toute question, contactez notre service client. [MT]","Pour toute question, contactez notre service client. [MT]"
bs,welcome_title,"Bienvenue - TRANSFERFLUX","Bienvenue - TRANSFERFLUX [MT]","Bienvenue - TRANSFERFLUX [MT]"
bs,welcome_heading,"Bienvenue sur FLASH BILAN","Bienvenue sur FLASH BILAN [MT]","Bienvenue sur FLASH BILAN [MT]"
bs,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !","Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir ! [MT]","Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir ! [MT]"
bs,login_credentials_title,"📧 Vos identifiants de connexion :","📧 Vos identifiants de connexion : [MT]","📧 Vos identifiants de connexion : [MT]"
bs,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.","Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités. [MT]","Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités. [MT]"
bs,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !","Au plaisir de vous accompagner dans vos opérations financières ! [MT]","Au plaisir de vous accompagner dans vos opérations financières ! [MT]"
bs,balance_decreased_title,"Diminution de solde - TRANSFERFLUX","Diminution de solde - TRANSFERFLUX [MT]","Diminution de solde - TRANSFERFLUX [MT]"
bs,balance_decreased_heading,"Diminution de Solde","Diminution de Solde [MT]","Diminution de Solde [MT]"
bs,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.","Nous souhaitons vous informer que votre solde a été diminué. [MT]","Nous souhaitons vous informer que votre solde a été diminué. [MT]"
bs,operation_details,"Détails de l'opération","Détails de l'opération [MT]","Détails de l'opération [MT]"
bs,label_amount_deducted,"Montant déduit","Montant déduit [MT]","Montant déduit [MT]"
bs,label_new_balance,"Nouveau solde","Nouveau solde [MT]","Nouveau solde [MT]"
bs,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.","Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]","Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]"
bs,balance_increased_title,"Augmentation de solde - TRANSFERFLUX","Augmentation de solde - TRANSFERFLUX [MT]","Augmentation de solde - TRANSFERFLUX [MT]"
bs,balance_increased_heading,"Augmentation de Solde","Augmentation de Solde [MT]","Augmentation de Solde [MT]"
bs,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.","Nous souhaitons vous informer que votre solde a été augmenté avec succès. [MT]","Nous souhaitons vous informer que votre solde a été augmenté avec succès. [MT]"
bs,label_amount_added,"Montant ajouté","Montant ajouté [MT]","Montant ajouté [MT]"
bs,thank_you_trust,"Merci de votre confiance !","Merci de votre confiance ! [MT]","Merci de votre confiance ! [MT]"
bs,refund_title,"Remboursement - TRANSFERFLUX","Remboursement - TRANSFERFLUX [MT]","Remboursement - TRANSFERFLUX [MT]"
bs,refund_heading,"Échec de Virement","Échec de Virement [MT]","Échec de Virement [MT]"
bs,refund_subject,"Échec de virement - TRANSFERFLUX","Échec de virement - TRANSFERFLUX [MT]","Échec de virement - TRANSFERFLUX [MT]"
bs,refund_failed_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.","Nous regrettons de vous informer que votre tentative de virement a échoué. [MT]","Nous regrettons de vous informer que votre tentative de virement a échoué. [MT]"
bs,transfer_details,"Détails du virement","Détails du virement [MT]","Détails du virement [MT]"
bs,label_transfer_date,"Date du Virement","Date du Virement [MT]","Date du Virement [MT]"
bs,label_reason,"Motif du Virement","Motif du Virement [MT]","Motif du Virement [MT]"
bs,refund_notice,"Le montant de :amount a été remboursé sur votre compte.","Le montant de :amount a été remboursé sur votre compte. [MT]","Le montant de :amount a été remboursé sur votre compte. [MT]"
bs,apology,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.","Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]","Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]"
bs,mail_error_alert_title,"Alerte Échec Email","Alerte Échec Email [MT]","Alerte Échec Email [MT]"
bs,system_alert,"⚠️ ALERTE SYSTÈME","⚠️ ALERTE SYSTÈME [MT]","⚠️ ALERTE SYSTÈME [MT]"
bs,mail_send_failure_detected,"Échec d'envoi d'email détecté","Échec d'envoi d'email détecté [MT]","Échec d'envoi d'email détecté [MT]"
bs,email_sending_problem,"Problème d'envoi d'email","Problème d'envoi d'email [MT]","Problème d'envoi d'email [MT]"
bs,email_send_failure_explanation,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP.","Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP. [MT]","Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP. [MT]"
