locale,key,locale_value,status,fr_value
hr,password_reset_heading,,missing,"Réinitialisation de mot de passe"
hr,greeting_simple_name,,missing,"Bonjour :name,"
hr,password_reset_reason,,missing,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
hr,password_reset_click_link,,missing,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
hr,password_reset_no_action_needed,,missing,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
hr,thank_you_using_brand,,missing,"Merci d'utiliser TRANSFERFLUX !"
ht,compte_created_subject,"Ouverture de compte - TRANSFERFLUX",placeholder,"Ouverture de compte - TRANSFERFLUX"
ht,compte_created_title,"Ouverture de compte sur TRANSFERFLUX",placeholder,"Ouverture de compte sur TRANSFERFLUX"
ht,greeting,"Bonjour :name,",placeholder,"Bonjour :name,"
ht,compte_created_message,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>.",placeholder,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
ht,credentials_title,"Vos identifiants sont:",placeholder,"Vos identifiants sont:"
ht,label_email,Email,placeholder,Email
ht,label_password,"Mot de passe",placeholder,"Mot de passe"
ht,label_initial_balance,"💰 Solde initial:",placeholder,"💰 Solde initial:"
ht,cta_login,"Connectez-vous à votre espace client",placeholder,"Connectez-vous à votre espace client"
ht,info_access,"Vous pouvez maintenant accéder à votre compte et profiter de nos services.",placeholder,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
ht,support_contact,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>.",placeholder,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
ht,footer_thanks,"Merci d\'utiliser TRANSFERFLUX !",placeholder,"Merci d\'utiliser TRANSFERFLUX !"
ht,footer_brand,TRANSFERFLUX,placeholder,TRANSFERFLUX
ht,footer_partner,"Votre partenaire financier de confiance 🏦",placeholder,"Votre partenaire financier de confiance 🏦"
ht,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX",placeholder,"Virement effectué avec succès - TRANSFERFLUX"
ht,virement_success_title,"Virement Effectué avec Succès",placeholder,"Virement Effectué avec Succès"
ht,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.",placeholder,"Nous vous informons que votre virement a été effectué avec succès."
ht,virement_failed_subject,"Échec de virement - TRANSFERFLUX",placeholder,"Échec de virement - TRANSFERFLUX"
ht,virement_failed_title,"Échec de Virement",placeholder,"Échec de Virement"
ht,virement_failed_message,"Nous vous informons que votre virement a échoué.",placeholder,"Nous vous informons que votre virement a échoué."
ht,details_title,"Détails du virement",placeholder,"Détails du virement"
ht,label_amount,"💰 Montant :",placeholder,"💰 Montant :"
ht,label_date,"📅 Date :",placeholder,"📅 Date :"
ht,label_beneficiary,"👤 Bénéficiaire :",placeholder,"👤 Bénéficiaire :"
ht,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.",placeholder,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
ht,thanks,"Merci,",placeholder,"Merci,"
ht,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.",placeholder,"Pour plus d'informations, veuillez contacter notre service client."
ht,regards,"Cordialement,",placeholder,"Cordialement,"
ht,service_client,"Service Client",placeholder,"Service Client"
ht,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.",placeholder,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
ht,compte_activated_title,"Compte Activé - TRANSFERFLUX",placeholder,"Compte Activé - TRANSFERFLUX"
ht,compte_activated_heading,"Compte Activé avec Succès",placeholder,"Compte Activé avec Succès"
ht,good_news,"✅ Bonne nouvelle :",placeholder,"✅ Bonne nouvelle :"
ht,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !",placeholder,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
ht,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.",placeholder,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
ht,label_holder,Titulaire,placeholder,Titulaire
ht,label_current_balance,"Solde actuel",placeholder,"Solde actuel"
ht,label_status,Statut,placeholder,Statut
ht,status_active,ACTIVÉ,placeholder,ACTIVÉ
ht,you_can_now,"Vous pouvez maintenant :",placeholder,"Vous pouvez maintenant :"
ht,can_make_transfers,"Effectuer des virements et transferts",placeholder,"Effectuer des virements et transferts"
ht,check_balance,"Consulter votre solde en temps réel",placeholder,"Consulter votre solde en temps réel"
ht,manage_transactions,"Gérer vos transactions en toute sécurité",placeholder,"Gérer vos transactions en toute sécurité"
ht,access_services,"Accéder à tous nos services bancaires",placeholder,"Accéder à tous nos services bancaires"
ht,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !",placeholder,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !"
ht,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX",placeholder,"Code de Déblocage Utilisé - TRANSFERFLUX"
ht,unlock_code_used_heading,"Code de Déblocage Utilisé",placeholder,"Code de Déblocage Utilisé"
ht,greeting_simple,"Bonjour,",placeholder,"Bonjour,"
ht,info_notification,"ℹ️ Notification :",placeholder,"ℹ️ Notification :"
ht,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.",placeholder,"Un code de déblocage vient d'être utilisé sur votre compte."
ht,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.",placeholder,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction."
ht,label_date_time,"Date et heure",placeholder,"Date et heure"
ht,label_transfer_amount,"Montant du transfert",placeholder,"Montant du transfert"
ht,label_recipient,Destinataire,placeholder,Destinataire
ht,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :",placeholder,"⚠️ Si vous n'êtes pas à l'origine de cette action :"
ht,contact_support_immediately,"Contactez immédiatement notre service client",placeholder,"Contactez immédiatement notre service client"
ht,check_recent_transactions,"Vérifiez toutes vos transactions récentes",placeholder,"Vérifiez toutes vos transactions récentes"
ht,change_access_codes,"Changez vos codes d'accès par mesure de sécurité",placeholder,"Changez vos codes d'accès par mesure de sécurité"
ht,if_legitimate,"✅ Si cette action est légitime :",placeholder,"✅ Si cette action est légitime :"
ht,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.",placeholder,"Votre client peut maintenant finaliser sa transaction en toute sécurité."
ht,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX",placeholder,"Code de déblocage - TRANSFERFLUX"
ht,transfer_unlock_heading,"Code de déblocage du virement",placeholder,"Code de déblocage du virement"
ht,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :",placeholder,"Votre code de déblocage pour le virement est indiqué ci-dessous :"
ht,transfer_unlock_code_label,"Le code est :",placeholder,"Le code est :"
ht,your_unlock_code,"Votre Code de Déblocage",placeholder,"Votre Code de Déblocage"
ht,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!",placeholder,"Ne partagez pas votre code de déblocage !!"
ht,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.",placeholder,"Ce code est strictement personnel et confidentiel."
ht,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.",placeholder,"Ce code est nécessaire pour finaliser votre opération de transfert."
ht,contact_support_for_questions,"Pour toute question, contactez notre service client.",placeholder,"Pour toute question, contactez notre service client."
ht,welcome_title,"Bienvenue - TRANSFERFLUX",placeholder,"Bienvenue - TRANSFERFLUX"
ht,welcome_heading,"Bienvenue sur FLASH COMPTE",placeholder,"Bienvenue sur FLASH COMPTE"
ht,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !",placeholder,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !"
ht,login_credentials_title,"📧 Vos identifiants de connexion :",placeholder,"📧 Vos identifiants de connexion :"
ht,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.",placeholder,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités."
ht,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !",placeholder,"Au plaisir de vous accompagner dans vos opérations financières !"
ht,balance_decreased_title,"Diminution de solde - TRANSFERFLUX",placeholder,"Diminution de solde - TRANSFERFLUX"
ht,balance_decreased_heading,"Diminution de Solde",placeholder,"Diminution de Solde"
ht,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.",placeholder,"Nous souhaitons vous informer que votre solde a été diminué."
ht,operation_details,"Détails de l'opération",placeholder,"Détails de l'opération"
ht,label_amount_deducted,"Montant déduit",placeholder,"Montant déduit"
ht,label_new_balance,"Nouveau solde",placeholder,"Nouveau solde"
ht,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.",placeholder,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
ht,balance_increased_title,"Augmentation de solde - TRANSFERFLUX",placeholder,"Augmentation de solde - TRANSFERFLUX"
ht,balance_increased_heading,"Augmentation de Solde",placeholder,"Augmentation de Solde"
ht,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.",placeholder,"Nous souhaitons vous informer que votre solde a été augmenté avec succès."
ht,label_amount_added,"Montant ajouté",placeholder,"Montant ajouté"
ht,thank_you_trust,"Merci de votre confiance !",placeholder,"Merci de votre confiance !"
ht,refund_title,"Remboursement - TRANSFERFLUX",placeholder,"Remboursement - TRANSFERFLUX"
ht,refund_heading,"Échec de Virement / Remboursement du Solde",placeholder,"Échec de Virement / Remboursement du Solde"
ht,refund_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.",placeholder,"Nous regrettons de vous informer que votre tentative de virement a échoué."
ht,transfer_details,"Détails du virement",placeholder,"Détails du virement"
ht,label_transfer_date,"Date du Virement",placeholder,"Date du Virement"
ht,label_transfer_reason,"Motif du Virement",placeholder,"Motif du Virement"
ht,refund_amount_text,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte.",placeholder,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte."
ht,refund_apology_contact,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.",placeholder,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
ht,mail_error_alert_title,"Alerte Échec Email",placeholder,"Alerte Échec Email"
ht,system_alert,"⚠️ ALERTE SYSTÈME",placeholder,"⚠️ ALERTE SYSTÈME"
ht,mail_send_failure_detected,"Échec d'envoi d'email détecté",placeholder,"Échec d'envoi d'email détecté"
ht,email_sending_problem,"Problème d'envoi d'email",placeholder,"Problème d'envoi d'email"
ht,email_send_failure_explanation,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP.",placeholder,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP."
ht,error_details,"Détails de l'erreur",placeholder,"Détails de l'erreur"
ht,label_failed_recipient,"Destinataire concerné",placeholder,"Destinataire concerné"
ht,label_context,Contexte,placeholder,Contexte
ht,label_error_message,"Message d'erreur",placeholder,"Message d'erreur"
ht,possible_causes,"Causes possibles",placeholder,"Causes possibles"
ht,cause_daily_limit,"Limite quotidienne atteinte",placeholder,"Limite quotidienne atteinte"
ht,cause_daily_limit_details,"La plateforme d'envoi peut limiter le nombre d'emails par jour.",placeholder,"La plateforme d'envoi peut limiter le nombre d'emails par jour."
